Country,Year,Region,Income Group,"Net official development assistance received (current US$)","Population living in slums (% of urban population)","Exports of goods and services (% of GDP)","GDP per capita (current US$)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Primary completion rate, total (% of relevant age group)","Trained teachers in primary education (% of total teachers)","Children out of school (% of primary school age)","School enrollment, secondary (% gross)","Government expenditure on education, total (% of government expenditure)","Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Improved water source (% of population with access)","Improved sanitation facilities (% of population with access)","Pregnant women receiving prenatal care (%)","Diabetes prevalence (% of population ages 20 to 79)","Health expenditure per capita (current US$)","Income share held by lowest 20%","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","GINI index (World Bank estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","Population ages 0-14 (% of total)","Population ages 15-64 (% of total)","Fuel exports (% of merchandise exports)","High-technology exports (% of manufactured exports)"
"Algeria","2010","Middle East & North Africa","Upper middle income",201250000,,38.444547845524,4473.48644053855,,,0.99063,95.70556,,1.33952,97.17192,,0.1,27.3,85.7,86.6,,,228.91595202,,,,9.96000003814697,10.7334,73.8040487804878,,27.1913080414591,67.257703574901,97.3459982110115,0.504620348567318
"Algeria","1960","Middle East & North Africa","Upper middle income",355050000,,39.043172595018,244.82471845588,,,,,,,,,,246.3,,,,,,,,,,123.8892,46.1351219512195,,44.5390930536674,52.2397341025873,,
"Algeria","1980","Middle East & North Africa","Upper middle income",205160000,,34.3384614657894,2189.77577360166,,,0.7197,62.53687,,20.38324,30.06515,,,148.1,,,,,,,,,,68.8004,58.1640243902439,,46.2720197202121,50.2844879927177,98.4451750621616,
"Algeria","1982","Middle East & North Africa","Upper middle income",134700000,,30.9248563230201,2197.11050017923,,,0.73834,67.80971,,20.44996,35.23465,,,115.8,,,,,,,,,,51.594,60.7863414634146,,46.0432915505528,50.524912857161,97.9367325565344,
"Algeria","1962","Middle East & North Africa","Upper middle income",397630000,,19.79387267512,171.20982410951,,,,,,,,,,246.2,,,,,,,,,,125.624,47.045,,45.6737260559144,50.9231017697631,,
"Algeria","2001","Middle East & North Africa","Upper middle income",198860000,,36.6893047523476,1732.95852642735,,,0.97379,85.9233,95.67702,7.35806,68.41097,,0.1,38.9,89.2,84,,,66.508593,,,,27.2999992370605,10.7178,70.601756097561,,33.0676928882012,62.4586518908324,96.6119747287495,0.615530031793836
"Algeria","1965","Middle East & North Africa","Upper middle income",146230000,,22.6039435563255,248.378123916617,,,,,,,,,,248.2,,,,,,,,,,119.2568,48.3760975609756,,47.0844153771698,49.3263259948778,,
"Algeria","1981","Middle East & North Africa","Upper middle income",167070000,,34.5872507738721,2223.6970095756,,,0.72934,66.40612,,20.12049,32.18463,,,132.5,,,,,,,,,,60.1972,59.486756097561,,46.1834225370891,50.3813416058341,97.977478437039,
"Algeria","1987","Middle East & North Africa","Upper middle income",213450000,,14.2724747252216,2790.47485224118,74.32727,49.63088,0.78967,74.22572,,17.29877,51.91699,,,55.4,,,,,,,,,,33.053,65.4871463414634,,44.753109273147,51.8762797168262,97.4047722323739,
"Algeria","2008","Middle East & North Africa","Upper middle income",324830000,,47.9733451347261,4912.25193345543,93.76733,75.13605,0.98475,113.17737,,2.65885,76.75585,11.42941,0.1,29.4,86.6,86.1,,,206.40840341,,,,11.3000001907349,10.0358,73.2193170731707,,27.51387138208,67.1546562257701,97.5787759999425,0.656696365435629
"Algeria","1975","Middle East & North Africa","Upper middle income",235270000,,33.6889362162921,931.105573053464,,,0.65806,51.2416,,26.18817,16.02827,,,205,,,,,,,,,,98.1096,52.836243902439,,46.7303261971412,49.6737047086563,92.3913856065654,
"Algeria","2004","Middle East & North Africa","Upper middle income",316970000,,40.0532264951839,2600.00651529713,,,0.99552,91.37672,98.3456,4.77799,77.2134,,0.1,35.1,88.1,85,,,92.1539956,,,,17.7000007629395,9.6828,71.8162682926829,,29.9350447821228,65.1969445923597,97.378685611964,1.04603270347987
"Algeria","1988","Middle East & North Africa","Upper middle income",171980000,,15.5078678786413,2402.82552943794,,,0.79734,75.24157,,16.19919,52.977,,,51.2,,,,,,,,,,31.3024,65.9894390243903,,44.3532119013677,52.2864715859261,94.8218306085758,
"Algeria","1995","Middle East & North Africa","Upper middle income",295740000,,26.1947759790559,1444.90793611613,,,0.88353,79.89817,,12.11659,58.33717,,0.1,42.5,91.2,81.7,,,53.87082951,,,,27.8999996185303,18.6414,68.1210731707317,,39.6963289199185,56.6516158495449,94.5567456239932,0.482299465028591
"Algeria","1978","Middle East & North Africa","Upper middle income",190290000,,25.5358367212767,1447.61762310641,,,0.69102,63.15657,,21.59209,25.32871,,,173.8,,,,,,,,,,86.0068,55.6675365853659,,46.5491704494059,49.9375670253302,96.0685021881172,
"Algeria","2016","Middle East & North Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,11.2220001220703,,,,,,,
"Algeria","2012","Middle East & North Africa","Upper middle income",147320000,,36.8925950839635,5583.616151757,,,,101.70104,,,,,0.1,26.1,84.9,87,,,335.26909118,,,,10.9700002670288,11.431,74.3240975609756,,27.6198965331387,66.734418771954,97.1354912419101,0.130478689319292
"Algeria","1972","Middle East & North Africa","Upper middle income",110300000,,20.4495619832458,439.731066664225,,,0.62366,41.31352,,,12.07172,,,230,,,,,,,,,,103.359,51.1718048780488,,46.8497268177117,49.5761715720687,,
"Algeria","1976","Middle East & North Africa","Upper middle income",145370000,,33.0545839253536,1031.30331514902,,,0.66725,57.37763,,24.2154,18.39504,,,195.2,,,,,,,,,,96.3598,53.630512195122,,46.7359843110938,49.6821800468591,93.6056726972251,
"Algeria","2000","Middle East & North Africa","Upper middle income",199960000,,42.069718322959,1757.01790984926,,,0.96415,79.73543,94.63773,9.47628,64.72483,,0.1,39.7,89.5,83.6,79,,61.30289682,,,,29.7700004577637,11.7556,70.1839024390244,,34.2723775382606,61.3925665808675,97.2221360372158,4.16683343230625
"Algeria","1986","Middle East & North Africa","Upper middle income",167330000,,12.8547573361278,2740.6542520648,,,0.78275,72.28838,,18.60322,49.42614,,,61.9,,,,,,,,,,36.7612,64.8571951219512,,45.0892240167881,51.5277560491945,97.5108625555306,
"Algeria","2015","Middle East & North Africa","Upper middle income",88250000,,23.5644759795956,4154.11969230138,96.7526,79.6084,,105.79902,100,1.18697,,,0.1,25.5,83.6,87.6,,7.5,,,,,11.0010004043579,10.4716,75.0425365853659,,28.5387104424263,65.5232514857177,94.3258598704775,0.151223544674168
"Algeria","1969","Middle East & North Africa","Upper middle income",131230000,,23.7887768242961,300.981846937683,,,,,,,,,,245.3,,,,,,,,,,110.3508,49.9559024390244,,47.0120585216647,49.4591760704226,67.6180062866164,
"Algeria","1985","Middle East & North Africa","Upper middle income",172150000,,23.5839328880834,2567.49556322722,,,0.76737,87.99771,,19.75462,45.08651,,,71.2,,,,,,,,,,40.4694,64.073756097561,,45.3629076215324,51.2474392787562,97.5224560995324,
"Algeria","2007","Middle East & North Africa","Upper middle income",395010000,,47.0681635485229,3939.55992007492,,,1.00032,94.58865,98.85815,4.02462,70.28121,,0.1,30.7,87,85.8,,,150.54703923,,,,13.8000001907349,9.687,72.8983658536585,,27.8815541581073,66.8950598317884,97.7888821640915,0.716136565964244
"Algeria","2014","Middle East & North Africa","Upper middle income",160720000,,30.4629967546019,5496.00020937427,,,,108.64274,100,,,,0.1,25.6,84,87.4,,,361.7291743,,,,10.6000003814697,10.7914,74.8080975609756,,28.2059094679775,65.9906446582597,95.7642317855163,0.156630406424722
"Algeria","1994","Middle East & North Africa","Upper middle income",295490000,,22.5307252452381,1499.9840915927,,,0.87028,78.42812,,12.3467,58.40698,,0.1,43.3,91.5,81.3,,,,,,,24.3999996185303,20.5276,67.7755365853659,,40.6025947028094,55.8218906519865,96.5574164877248,0.816186620836953
"Algeria","1983","Middle East & North Africa","Upper middle income",93280000,,27.9418061120348,2298.8839137837,,,,70.23879,,21.11769,38.52776,,,99.2,,,,,,,,,,47.8858,62.0089512195122,,45.8612489146558,50.7118614558084,98.323789128205,
"Algeria","2009","Middle East & North Africa","Upper middle income",302390000,,35.3716506436063,3875.82209537249,,,0.97688,91.96724,,1.1916,93.07003,,0.1,28.3,86.2,86.4,,,207.72120828,,,,10.1599998474121,10.3846,73.5210243902439,,27.2862473903156,67.2743666351334,97.7015445495895,0.625863297717341
"Algeria","1966","Middle East & North Africa","Upper middle income",126920000,,25.9861975178091,234.188872260587,,,,,,,,,,248.7,,,,,,,,,,117.1344,48.7908048780488,,47.3494116339191,49.0520882117312,59.2927652673661,
"Algeria","1963","Middle East & North Africa","Upper middle income",281910000,,24.6846820545111,225.530709081031,,,,,,,,,,246.8,,,,,,,,,,123.5016,47.4961951219512,,46.3224011754566,50.1839028863266,,
"Algeria","1990","Middle East & North Africa","Upper middle income",331650000,11.8,23.4436850828471,2394.42065736563,,,0.81709,77.01406,,14.60961,59.12105,,0.1,46.8,91.5,80.3,,,,,,,,27.8012,66.6945853658537,,43.3377363794365,53.2834016996674,96.4739916055125,
"Algeria","1964","Middle East & North Africa","Upper middle income",227840000,,25.0840587279266,236.610131836382,,,,,,,,,,247.4,,,,,,,,,,121.3792,47.9419024390244,,46.8154492531823,49.6262068890359,,
"Algeria","1967","Middle East & North Africa","Upper middle income",107640000,,23.434416768712,252.418252162025,,,,,,,,,,248.4,,,,,,,,,,115.012,49.187512195122,,47.356729873013,49.0614823190043,,
"Algeria","1971","Middle East & North Africa","Upper middle income",120990000,,18.4425191541398,339.384003699887,,,0.59904,,,,10.03636,,,236.5,,,,,,,,,,105.6896,50.7439268292683,,46.8439706095764,49.6123858974041,74.8520367705256,
"Algeria","1991","Middle East & North Africa","Upper middle income",211170000,,29.11782217052,1721.58206706589,,,0.82949,76.183,,12.88783,57.57352,,0.1,45.7,91.6,80.5,,,,,,,20.6000003814697,26.0506,66.9587317073171,,42.7669109575079,53.8191455937588,96.8838245439323,
"Algeria","2002","Middle East & North Africa","Upper middle income",186120000,,35.5045331058165,1774.29203883491,90.13721,69.8735,0.97989,87.85537,97.12654,6.08545,71.55985,,0.1,37.8,88.8,84.3,80.7,,66.18230218,,,,25.8999996185303,9.68,71.0148536585366,,31.9457185685187,63.4461408672549,96.1053677409582,1.05863088716642
"Algeria","1992","Middle East & North Africa","Upper middle income",374790000,,25.3195942793437,1766.06591892592,,,0.84262,79.41789,,11.80073,57.27878,,0.1,44.9,91.7,80.7,58,,,,,,23,24.3,67.2096829268293,,42.1266372835564,54.4154666429441,95.8541191930733,1.26702112316594
"Algeria","1968","Middle East & North Africa","Upper middle income",119610000,,23.1356346033587,280.268369775317,,,,,,,,,,247.4,,,,,,,,,,112.6814,49.5727073170732,,47.1996232933847,49.2471215332111,70.9799654280758,
"Algeria","1993","Middle East & North Africa","Upper middle income",326310000,,21.7838769961664,1797.54180358553,,,0.85441,79.1822,,12.28944,57.39975,,0.1,44.1,91.8,80.9,,,,,,,23.2000007629395,22.4138,67.4754878048781,,41.4099709360589,55.0787686896883,95.2402296683673,1.62105004254718
"Algeria","1961","Middle East & North Africa","Upper middle income",437910000,,46.2445568889055,213.485905063471,,,,,,,,,,246.1,,,,,,,,,,124.7566,46.5903170731707,,45.0386979795191,51.6547902959607,,
"Algeria","1984","Middle East & North Africa","Upper middle income",120980000,,25.7100161819841,2452.66418365516,,,0.75665,74.53536,,20.09956,41.89046,,,83.8,,,,,,,,,,44.1776,63.1171219512195,,45.6361435081996,50.9504743727887,97.5297035635661,
"Algeria","1997","Middle East & North Africa","Upper middle income",247890000,,30.9063113798645,1611.96194751006,,,0.91837,83.28188,,13.08583,59.15799,,0.1,41.1,90.5,82.5,,,57.94416343,,,,25.4300003051758,14.869,68.9212195121951,,37.6980851364458,58.4081045735277,96.3196540806339,1.17093685127351
"Algeria","2005","Middle East & North Africa","Upper middle income",347380000,,47.2051932393208,3102.0373628926,,,0.99882,93.25203,98.52628,4.46124,78.78223,,0.1,33.6,87.7,85.3,,,100.35610741,,,,15.3000001907349,9.6842,72.1965609756098,,29.0730397154469,65.9343799021561,98.0278643545193,1.4846161183203
"Algeria","2013","Middle East & North Africa","Upper middle income",203420000,,33.2150169313024,5492.11580375804,,,,106.22383,,,,,0.1,25.8,84.5,87.2,92.7,,345.65370409,,,,9.81999969482422,11.1112,74.5689512195122,,27.8895861023903,66.4007551431953,96.7220003369248,0.192235191396927
"Algeria","1979","Middle East & North Africa","Upper middle income",110840000,,31.1483002053416,1771.965548606,,,0.70764,63.01574,,21.49588,27.99378,,,161.8,,,,,,,,,,77.4036,56.8748780487805,,46.4120671864004,50.1123168724339,97.7309578383838,
"Algeria","1998","Middle East & North Africa","Upper middle income",419870000,,22.5783540098039,1588.42133828195,,,,,,,,,0.1,40.6,90.2,82.9,,,57.08920215,,,,25.6749992370605,13.8312,69.3409512195122,,36.5678507480005,59.3969485326111,96.2168281502199,0.892256190246932
"Algeria","2006","Middle East & North Africa","Upper middle income",240680000,,48.8106882215458,3467.54473886459,91.77964,72.64868,1.00065,83.82813,99.26722,4.2405,79.79158,,0.1,32.1,87.4,85.6,89.4,,116.33972015,,,,12.3000001907349,9.6856,72.5577073170732,,28.3994099082506,66.4890838715366,97.9089075716029,1.62156078886042
"Algeria","1970","Middle East & North Africa","Upper middle income",122210000,,22.0727334005425,334.259550659276,,,,,,,,,,241.7,,,,,,,,,,108.0202,50.3436341463415,,46.8591789448175,49.6252620183061,70.2364681696297,
"Algeria","1989","Middle East & North Africa","Upper middle income",158210000,,18.6392633357627,2202.55817733752,,,0.80853,78.11456,,15.13482,59.65123,,,48.5,,,,,,,,,,29.5518,66.3820487804878,,43.8831830535761,52.7555371197922,95.5900713370056,
"Algeria","1977","Middle East & North Africa","Upper middle income",129150000,,30.58656693011,1185.51063534845,,,0.6809,60.5386,,22.64728,21.51011,,,184.9,,,,,,,,,,94.61,54.5782682926829,,46.6676321738655,49.7807088948312,95.9943094511777,
"Algeria","1996","Middle East & North Africa","Upper middle income",306880000,,29.7604483251847,1596.00685900157,,,0.89517,83.04563,,12.56143,58.6382,,0.1,41.8,90.9,82.1,,,53.4514481,,,,29.3419990539551,16.7552,68.5092195121951,,38.7512117144392,57.4836343963395,92.0511179726995,0.367838705149729
"Algeria","2011","Middle East & North Africa","Upper middle income",193350000,,38.7881185531206,5447.40399136188,,,0.99096,97.77239,,1.24994,99.86019,,0.1,26.6,85.3,86.8,,,286.968847,,,,10,11.0822,74.07,,27.3950508988556,67.0090490727871,97.1969009695959,0.161139885472764
"Algeria","1974","Middle East & North Africa","Upper middle income",128330000,,38.7490436138728,813.049902670207,,,0.64772,45.64692,,28.59835,14.74798,,,214.2,,,,,,,,,,99.8594,52.1880731707317,,46.8220784824972,49.5711761221825,92.51028218481,
"American Samoa","2000","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,97.8,61.5,,,,,,,,,,,,,,
"American Samoa","1986","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1979","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1987","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1975","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1969","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2005","East Asia & Pacific","Upper middle income",,,99.0059642147117,8508.55083985994,,,,,,,,,,,99.9,61.9,,,,,,,,,,,,,,
"American Samoa","1982","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1974","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2013","East Asia & Pacific","Upper middle income",,,71.3615023474178,11554.7358142563,,,,,,,,,,,100,62.5,,,,,,,,,,,,,,
"American Samoa","1998","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,96.9,61.4,,,,,,,,,,,,,,
"American Samoa","1999","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,97.4,61.5,,,,,,,,,,,,,,
"American Samoa","2006","East Asia & Pacific","Upper middle income",,,99.7983870967742,8457.2363933979,,,,,,,,,,,100,62,,,,,,,,,,,,,,
"American Samoa","1973","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1966","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2016","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1997","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,96.5,61.3,,,,,,,,,,,,,,
"American Samoa","1976","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1996","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,96.1,61.2,,,,,,,,,,,,,,
"American Samoa","1984","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2015","East Asia & Pacific","Upper middle income",,,66.3026521060843,11541.6471605027,,,,,,,,,,,100,62.5,,,,,,,,,,,,,,
"American Samoa","2004","East Asia & Pacific","Upper middle income",,,89.84375,8639.60041848065,,,,,,,,,,,99.4,61.8,,,,,,,,,,,,,,
"American Samoa","1985","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1994","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,95.3,61.1,,,,,,,,,,,,,,
"American Samoa","1968","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2009","East Asia & Pacific","Upper middle income",,,78.1710914454277,12058.4782840679,,,,,,,,,,,100,62.2,,,,,,,,,,,,,,
"American Samoa","1978","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2010","East Asia & Pacific","Upper middle income",,,63.1944444444444,10353.0088431951,,,,,,,,,,,100,62.3,,,,,,,,,,,,,,
"American Samoa","1980","East Asia & Pacific","Upper middle income",,,,,97.65421,97.34416,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1972","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1964","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2001","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,98.2,61.6,,,,,,,,,,,,,,
"American Samoa","1965","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2011","East Asia & Pacific","Upper middle income",,,58.3623693379791,10376.7445223805,,,,,,,,,,,100,62.4,,,,,,,,,,,,,,
"American Samoa","2002","East Asia & Pacific","Upper middle income",,,100.778210116732,8752.06456776039,,,,,,,,,,,98.6,61.7,,,,,,,,,,,,,,
"American Samoa","2008","East Asia & Pacific","Upper middle income",,,113.854351687389,9871.82409566727,,,,,,,,,,,100,62.1,,,,,,,,,,,,,,
"American Samoa","1993","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,94.8,61,,,,,,,,,,,,,,
"American Samoa","2003","East Asia & Pacific","Upper middle income",,,97.3434535104364,8914.52543261668,,,,,,,,,,,99,61.8,,,,,,,,,,,,,,
"American Samoa","1995","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,95.7,61.1,,,,,,,,,,,,,,
"American Samoa","1963","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1967","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1992","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,94.4,61,,,,,,,,,,,,,,
"American Samoa","1981","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2007","East Asia & Pacific","Upper middle income",,,97.1153846153846,8980.38132080685,,,,,,,,,,,100,62.1,,,,,,,,,,,,,,
"American Samoa","1988","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","2014","East Asia & Pacific","Upper middle income",,,66.3009404388715,11509.1820904138,,,,,,,,,,,100,62.5,,,,,,,,,,,,,,
"American Samoa","1983","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1961","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1970","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Samoa","1989","East Asia & Pacific","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
